iso3,glottocode,parallel_score,n_pairs_total,total_sent_pairs,n_corpora
crk,plains cree,3.25,1,0,0
ktu,kituba (democratic republic of congo),0.0,0,0,0
fan,fang (equatorial guinea),0.0,0,0,0
yao,yao,0.0,0,0,0
cab,garifuna,0.0,0,0,0
cuk,san blas kuna,0.0,0,0,0
mas,masai,0.0,0,0,0
guh,sikuani,0.0,0,0,0
tsz,purepecha,0.0,0,0,0
wbp,warlpiri,0.0,0,0,0
tll,tetela,0.0,0,0,0
kru,kurukh,0.0,0,0,0
ote,mezquital otomi,0.0,0,0,0
rng,ronga,0.0,0,0,0
inb,colombian inga,0.0,0,0,0
sba,ngambay,0.0,0,0,0
qvi,imbabura highland quichua,0.0,0,0,0
idu,idoma,0.0,0,0,0
dgi,northern dagara,0.0,0,0,0
fub,adamawa fulfulde,0.0,0,0,0
cgg,chiga,0.0,0,0,0
meu,motu,0.0,0,0,0
sid,sidamo,0.0,0,0,0
suk,sukuma,0.0,0,0,0
kdj,karamojong,0.0,0,0,0
lol,mongo,0.0,0,0,0
seh,sena,0.0,0,0,0
mfq,moba,0.0,0,0,0
btx,batak karo,0.0,0,0,0
car,galibi carib,0.0,0,0,0
gux,gourmanchéma,0.0,0,0,0
chk,chuukese,0.0,0,0,0
rmn,balkan romani,0.0,0,0,0
tuo,tucano,0.0,0,0,0
pis,pijin,0.0,0,0,0
ahk,akha,0.0,0,0,0
lhu,lahu,0.0,0,0,0
suz,sunwar,0.0,0,0,0
shu,chadian arabic,0.0,0,0,0
mrw,maranao,0.0,0,0,0
shk,shilluk,0.0,0,0,0
ixl,ixil,0.0,0,0,0
zai,isthmus zapotec,0.0,0,0,0
tab,tabasaran,0.0,0,0,0
tob,toba,0.0,0,0,0
bim,bimoba,0.0,0,0,0
toj,tojolabal,0.0,0,0,0
srr,sereer,0.0,0,0,0
cac,chuj,0.0,0,0,0
ctd,tedim chin,0.0,0,0,0
nhx,isthmus-mecayapan nahuatl,0.0,0,0,0
poh,poqomchi',0.0,0,0,0
lam,lamba,0.0,0,0,0
bqc,boko (benin),0.0,0,0,0
sxn,sangir,0.0,0,0,0
qus,santiago del estero quichua,0.0,0,0,0
noa,woun meu,0.0,0,0,0
xav,xavánte,0.0,0,0,0
lis,lisu,0.0,0,0,0
men,mende (sierra leone),0.0,0,0,0
tar,central tarahumara,0.0,0,0,0
mbc,macushi,0.0,0,0,0
gya,northwest gbaya,0.0,0,0,0
kca,kazym-berezover-suryskarer khanty,0.0,0,0,0
emp,northern emberá,0.0,0,0,0
any,anyin,0.0,0,0,0
iso,isoko,0.0,0,0,0
qvs,san martín quechua,0.0,0,0,0
bqp,busa,0.0,0,0,0
hay,haya,0.0,0,0,0
mwm,sar,0.0,0,0,0
tui,tupuri,0.0,0,0,0
tiv,tiv,0.0,0,0,0
rop,kriol,0.0,0,0,0
irk,iraqw,0.0,0,0,0
ess,central siberian yupik,0.0,0,0,0
sja,epena,0.0,0,0,0
pon,pohnpeian,0.0,0,0,0
cbs,cashinahua,0.0,0,0,0
cce,chopi,0.0,0,0,0
spp,supyire senoufo,0.0,0,0,0
dig,digo,0.0,0,0,0
ame,yanesha',0.0,0,0,0
vot,votic,0.0,0,0,0
yan,mayangna,0.0,0,0,0
wes,cameroon pidgin,0.0,0,0,0
cas,mosetén-chimané,0.0,0,0,0
tem,timne,0.0,0,0,0
rmo,sinte-manus romani,0.0,0,0,0
guu,yanomamö,0.0,0,0,0
mqy,manggarai,0.0,0,0,0
grt,garo,0.0,0,0,0
ksb,shambala,0.0,0,0,0
kdr,karaim,0.0,0,0,0
hns,caribbean hindustani,0.0,0,0,0
pao,northern paiute,0.0,0,0,0
yad,yagua,0.0,0,0,0
hvn,hawu,0.0,0,0,0
taj,eastern tamang,0.0,0,0,0
nhe,eastern huasteca nahuatl,0.0,0,0,0
knj,akateko,0.0,0,0,0
otq,querétaro otomi,0.0,0,0,0
knf,mankanya,0.0,0,0,0
abt,ambulas,0.0,0,0,0
kwi,awa-cuaiquer,0.0,0,0,0
kvn,border kuna,0.0,0,0,0
ter,terena-kinikinao-chane,0.0,0,0,0
pov,upper guinea crioulo,0.0,0,0,0
wba,warao,0.0,0,0,0
swb,maore comorian,0.0,0,0,0
kjb,q'anjob'al,0.0,0,0,0
top,papantla totonac,0.0,0,0,0
mjw,hills karbi,0.0,0,0,0
bbj,ghomálá',0.0,0,0,0
ldi,laari,0.0,0,0,0
xed,hdi,0.0,0,0,0
gej,gen,0.0,0,0,0
pib,yine,0.0,0,0,0
ffm,maasina fulfulde,0.0,0,0,0
xmv,antankarana malagasy,0.0,0,0,0
urh,urhobo,0.0,0,0,0
zaa,sierra de juárez zapotec,0.0,0,0,0
ese,ese ejja,0.0,0,0,0
gwi,gwich'in,0.0,0,0,0
yap,yapese,0.0,0,0,0
tzj,tz'utujil,0.0,0,0,0
qvc,cajamarca quechua,0.0,0,0,0
trp,kok borok,0.0,0,0,0
kss,southern kisi,0.0,0,0,0
njo,ao naga,0.0,0,0,0
mcf,matsés,0.0,0,0,0
cbi,cha'palaa,0.0,0,0,0
pad,paumari,0.0,0,0,0
cbr,cashibo-cacataibo,0.0,0,0,0
bla,siksika,0.0,0,0,0
daa,dangaleat,0.0,0,0,0
nij,ngaju,0.0,0,0,0
maz,central mazahua,0.0,0,0,0
mop,mopán maya,0.0,0,0,0
azz,highland puebla nahuatl,0.0,0,0,0
wap,wapishana,0.0,0,0,0
sck,sadri,0.0,0,0,0
ycn,yucuna,0.0,0,0,0
nmf,east-central tangkhul naga,0.0,0,0,0
bts,batak simalungun,0.0,0,0,0
alz,alur,0.0,0,0,0
cfm,falam chin,0.0,0,0,0
nab,southern nambikuára,0.0,0,0,0
lif,limbu,0.0,0,0,0
bwu,buli (ghana),0.0,0,0,0
ayp,north mesopotamian arabic,0.0,0,0,0
atb,zaiwa,0.0,0,0,0
mug,musgu,0.0,0,0,0
tuv,turkana,0.0,0,0,0
kde,makonde,0.0,0,0,0
mps,dadibi,0.0,0,0,0
qvz,northern pastaza quichua,0.0,0,0,0
eve,even,0.0,0,0,0
sgh,shughni,0.0,0,0,0
mnb,muna,0.0,0,0,0
urb,urubú-kaapor,0.0,0,0,0
tik,tikar,0.0,0,0,0
lun,lunda,0.0,0,0,0
way,wayana,0.0,0,0,0
tuf,central tunebo,0.0,0,0,0
cul,culina,0.0,0,0,0
gun,mbyá guaraní,0.0,0,0,0
abq,abaza,0.0,0,0,0
qup,southern pastaza quechua,0.0,0,0,0
dak,dakota,0.0,0,0,0
qxr,cañar-azuay-south chimborazo highland quichua,0.0,0,0,0
hop,hopi,0.0,0,0,0
ewo,ewondo,0.0,0,0,0
enq,enga,0.0,0,0,0
cou,wamey,0.0,0,0,0
cax,lomeriano-ignaciano chiquitano,0.0,0,0,0
kij,kilivila,0.0,0,0,0
zav,yatzachi zapotec,0.0,0,0,0
poi,highland popoluca,0.0,0,0,0
chf,tabasco chontal,0.0,0,0,0
kff,koya,0.0,0,0,0
kbr,kafa,0.0,0,0,0
ktz,south-eastern ju,0.0,0,0,0
mcn,masana,0.0,0,0,0
sur,mwaghavul,0.0,0,0,0
rar,southern cook island maori,0.0,0,0,0
bhw,biak,0.0,0,0,0
myb,mbay,0.0,0,0,0
prq,ashéninka perené,0.0,0,0,0
bhp,bima,0.0,0,0,0
eko,koti,0.0,0,0,0
bjv,nangnda,0.0,0,0,0
mif,mofu-gudur,0.0,0,0,0
agx,aghul,0.0,0,0,0
rcf,réunion creole french,0.0,0,0,0
nuy,wubuy,0.0,0,0,0
bmr,muinane,0.0,0,0,0
tac,western tarahumara,0.0,0,0,0
caa,chortí,0.0,0,0,0
des,desano,0.0,0,0,0
gvc,kotiria,0.0,0,0,0
huu,murui huitoto,0.0,0,0,0
xsm,kasem,0.0,0,0,0
cmr,mro chin,0.0,0,0,0
kuj,kuria,0.0,0,0,0
cub,cubeo,0.0,0,0,0
akb,batak angkola,0.0,0,0,0
tsc,tswa,0.0,0,0,0
bba,baatonum,0.0,0,0,0
txu,kayapó,0.0,0,0,0
mev,mann,0.0,0,0,0
pab,parecís,0.0,0,0,0
lwo,luwo,0.0,0,0,0
zab,western tlacolula valley zapotec,0.0,0,0,0
qul,north bolivian quechua,0.0,0,0,0
ify,keley-i kallahan,0.0,0,0,0
twu,termanu,0.0,0,0,0
mbt,matigsalug manobo,0.0,0,0,0
kos,kosraean,0.0,0,0,0
ubu,umbu-ungu,0.0,0,0,0
cag,nivaclé,0.0,0,0,0
vag,vagla,0.0,0,0,0
qvw,huaylla wanca quechua,0.0,0,0,0
kue,kuman,0.0,0,0,0
ilb,ila,0.0,0,0,0
tbl,tboli,0.0,0,0,0
rel,rendille,0.0,0,0,0
roo,rotokas,0.0,0,0,0
kxc,konso,0.0,0,0,0
ign,ignaciano,0.0,0,0,0
mpm,yosondúa mixtec,0.0,0,0,0
lbj,leh ladakhi,0.0,0,0,0
crt,iyojwa'ja chorote,0.0,0,0,0
hui,huli,0.0,0,0,0
mgh,makhuwa-meetto,0.0,0,0,0
kyz,kayabí,0.0,0,0,0
bfo,malba birifor,0.0,0,0,0
mej,meyah,0.0,0,0,0
cjs,shor,0.0,0,0,0
chw,chuwabu,0.0,0,0,0
nhu,noone,0.0,0,0,0
sop,songe,0.0,0,0,0
kxm,northern khmer,0.0,0,0,0
xsr,solu-khumbu sherpa,0.0,0,0,0
bzd,bribri,0.0,0,0,0
oym,wayampi,0.0,0,0,0
ikt,western canadian inuktitut,0.0,0,0,0
acq,ta'izzi-adeni arabic,0.0,0,0,0
ziw,zigula-mushungulu,0.0,0,0,0
hae,eastern oromo,0.0,0,0,0
eto,eton-mengisa,0.0,0,0,0
tos,highland totonac,0.0,0,0,0
kdh,tem,0.0,0,0,0
yaa,yaminahua,0.0,0,0,0
hto,minica huitoto,0.0,0,0,0
dyo,jola-fonyi,0.0,0,0,0
nyy,nyakyusa-ngonde,0.0,0,0,0
fuf,pular,0.0,0,0,0
bzh,mapos buang,0.0,0,0,0
yuz,yuracaré,0.0,0,0,0
snc,sinaugoro,0.0,0,0,0
coe,koreguaje,0.0,0,0,0
poe,san juan atzingo popoloca,0.0,0,0,0
crx,central carrier,0.0,0,0,0
wlv,wichí lhamtés vejoz,0.0,0,0,0
esi,north alaskan inupiatun,0.0,0,0,0
hmr,hmar,0.0,0,0,0
ndc,ndau,0.0,0,0,0
sda,toraja-sa'dan,0.0,0,0,0
jvn,caribbean javanese,0.0,0,0,0
fuh,western niger fulfulde,0.0,0,0,0
alq,algonquin,0.0,0,0,0
aly,alyawarr,0.0,0,0,0
ivb,ibatan,0.0,0,0,0
kki,kagulu,0.0,0,0,0
boa,bora,0.0,0,0,0
var,huarijio,0.0,0,0,0
lob,lobi,0.0,0,0,0
aca,achagua,0.0,0,0,0
crn,el nayar cora,0.0,0,0,0
acr,achi,0.0,0,0,0
neb,toura (côte d'ivoire),0.0,0,0,0
cpu,pichis ashéninka,0.0,0,0,0
zaw,mitla zapotec,0.0,0,0,0
mxb,tezoatlán mixtec,0.0,0,0,0
kwn,kwangali,0.0,0,0,0
miy,ayutla mixtec,0.0,0,0,0
csk,jola-esulalu,0.0,0,0,0
kwd,kwaio,0.0,0,0,0
dhv,dehu,0.0,0,0,0
mig,san miguel el grande mixtec,0.0,0,0,0
tap,taabwa,0.0,0,0,0
ncu,chumburung,0.0,0,0,0
mhi,ma'di,0.0,0,0,0
bib,bissa,0.0,0,0,0
lac,lacandon,0.0,0,0,0
kyq,kenga,0.0,0,0,0
kgp,kaingang,0.0,0,0,0
kew,west kewa,0.0,0,0,0
koo,konzo,0.0,0,0,0
mbb,western bukidnon manobo,0.0,0,0,0
rug,roviana,0.0,0,0,0
ncj,northern puebla nahuatl,0.0,0,0,0
ngl,mozambique lomwe,0.0,0,0,0
guk,northern gumuz,0.0,0,0,0
trn,trinitario-javeriano-loretano,0.0,0,0,0
moa,mwan,0.0,0,0,0
lnd,lundayeh,0.0,0,0,0
pmf,pamona,0.0,0,0,0
yom,yombe,0.0,0,0,0
old,mochi,0.0,0,0,0
ogo,khana,0.0,0,0,0
mdy,male (ethiopia),0.0,0,0,0
lmp,limbum,0.0,0,0,0
bwi,baniwa do icana,0.0,0,0,0
kmh,kalam,0.0,0,0,0
wim,wik-mungkan,0.0,0,0,0
pbi,parkwa,0.0,0,0,0
sas,sasak,0.0,0,0,0
dgr,dogrib,0.0,0,0,0
snn,siona-tetete,0.0,0,0,0
gmv,gamo,0.0,0,0,0
bsc,bassari-tanda,0.0,0,0,0
wwa,waama,0.0,0,0,0
tfr,teribe,0.0,0,0,0
nba,nyemba,0.0,0,0,0
hla,halia,0.0,0,0,0
cco,comaltepec chinantec,0.0,0,0,0
ibg,ibanag,0.0,0,0,0
xbr,kambera,0.0,0,0,0
toh,gitonga,0.0,0,0,0
doi,kangri-dogri,0.0,0,0,0
zap,zapotec,0.0,0,0,0
opm,oksapmin,0.0,0,0,0
log,logo,0.0,0,0,0
sjo,xibe,0.0,0,0,0
nio,nganasan,0.0,0,0,0
sil,tumulung sisaala,0.0,0,0,0
bkd,talaandig-binukid,0.0,0,0,0
bmq,bomu,0.0,0,0,0
nyf,giryama,0.0,0,0,0
mcb,machiguenga,0.0,0,0,0
bdq,bahnar,0.0,0,0,0
byr,baruya,0.0,0,0,0
bru,eastern bru,0.0,0,0,0
mkn,kupang malay,0.0,0,0,0
adh,adhola,0.0,0,0,0
gvl,gulay,0.0,0,0,0
jaa,madi,0.0,0,0,0
gvn,kuku-yalanji,0.0,0,0,0
dur,dii,0.0,0,0,0
srq,sirionó,0.0,0,0,0
goa,guro,0.0,0,0,0
cav,cavineña,0.0,0,0,0
ngb,northern ngbandi,0.0,0,0,0
lbk,central bontoc,0.0,0,0,0
daf,dan,0.0,0,0,0
mco,coatlán mixe,0.0,0,0,0
abn,abua,0.0,0,0,0
mau,huautla mazatec,0.0,0,0,0
skg,west malagasy sakalava,0.0,0,0,0
izz,izi,0.0,0,0,0
tbz,ditammari,0.0,0,0,0
bfd,bafut,0.0,0,0,0
ruf,luguru,0.0,0,0,0
bqj,bandial,0.0,0,0,0
trc,copala triqui,0.0,0,0,0
xog,soga,0.0,0,0,0
xrb,eastern karaboro,0.0,0,0,0
mca,maca,0.0,0,0,0
jic,tol,0.0,0,0,0
lgg,lugbara,0.0,0,0,0
tgo,sudest,0.0,0,0,0
cbc,carapana,0.0,0,0,0
gjn,gonja,0.0,0,0,0
yka,yakan,0.0,0,0,0
kdi,kumam,0.0,0,0,0
tlb,tobelo,0.0,0,0,0
lln,lele (chad),0.0,0,0,0
aia,arosi,0.0,0,0,0
cof,tsafiki,0.0,0,0,0
caq,car nicobarese,0.0,0,0,0
ted,tepo krumen,0.0,0,0,0
cle,lealao chinantec,0.0,0,0,0
kyf,kouya,0.0,0,0,0
maq,chiquihuitlán mazatec,0.0,0,0,0
xtd,diuxi-tilantongo mixtec,0.0,0,0,0
mbl,maxakalí,0.0,0,0,0
gof,gofa,0.0,0,0,0
quf,lambayeque quechua,0.0,0,0,0
tuc,mutu,0.0,0,0,0
dln,darlong,0.0,0,0,0
kln,kalenjin,0.0,0,0,0
bsk,burushaski,0.0,0,0,0
gmh,middle high german,0.0,0,0,0
mpt,mian,0.0,0,0,0
adi,bori-karko,0.0,0,0,0
kbc,kadiwéu,0.0,0,0,0
hac,gurani,0.0,0,0,0
pio,piapoco,0.0,0,0,0
mna,mbula,0.0,0,0,0
ivv,itbayat,0.0,0,0,0
plu,palikúr,0.0,0,0,0
cui,cuiba,0.0,0,0,0
kne,kankanaey,0.0,0,0,0
bwq,southern bobo madaré,0.0,0,0,0
udu,uduk,0.0,0,0,0
tlj,talinga-bwisi,0.0,0,0,0
zom,zou,0.0,0,0,0
mcd,sharanahua,0.0,0,0,0
yal,yalunka,0.0,0,0,0
jbu,jukun takum,0.0,0,0,0
kmm,kom (india),0.0,0,0,0
acn,longchuan achang,0.0,0,0,0
hub,huambisa,0.0,0,0,0
btd,batak dairi,0.0,0,0,0
tee,huehuetla tepehua,0.0,0,0,0
cwt,kuwaataay,0.0,0,0,0
dts,toro so dogon,0.0,0,0,0
kqy,koorete,0.0,0,0,0
kao,xaasongaxango,0.0,0,0,0
nlg,gela,0.0,0,0,0
pui,puinave,0.0,0,0,0
bav,vengo,0.0,0,0,0
ker,kera,0.0,0,0,0
mhy,ma'anyan,0.0,0,0,0
ife,ifè,0.0,0,0,0
stp,southeastern tepehuan,0.0,0,0,0
mbj,nadëb,0.0,0,0,0
ata,pele-ata,0.0,0,0,0
gbo,northern grebo,0.0,0,0,0
gog,gogo,0.0,0,0,0
cbt,shawi,0.0,0,0,0
mer,meru,0.0,0,0,0
raw,rawang,0.0,0,0,0
muy,muyang,0.0,0,0,0
tue,tuyuca,0.0,0,0,0
trs,chicahuaxtla triqui,0.0,0,0,0
jmc,machame,0.0,0,0,0
kbq,kamano,0.0,0,0,0
ayo,ayoreo,0.0,0,0,0
cux,tepeuxila cuicatec,0.0,0,0,0
alp,alune,0.0,0,0,0
myk,mamara senoufo,0.0,0,0,0
bud,ntcham,0.0,0,0,0
myu,mundurukú,0.0,0,0,0
tli,tlingit,0.0,0,0,0
djr,djambarrpuyngu,0.0,0,0,0
otm,eastern highland otomi,0.0,0,0,0
tlf,telefol,0.0,0,0,0
mlu,to'abaita,0.0,0,0,0
apy,apalaí,0.0,0,0,0
nbe,konyak naga,0.0,0,0,0
yle,yele,0.0,0,0,0
zyb,yongbei zhuang,0.0,0,0,0
bea,beaver,0.0,0,0,0
jae,yabem,0.0,0,0,0
kpj,karajá,0.0,0,0,0
mph,mawng,0.0,0,0,0
aer,eastern arrernte,0.0,0,0,0
too,xicotepec de juárez totonac,0.0,0,0,0
mrg,mising-padam-miri-minyong,0.0,0,0,0
faa,fasu,0.0,0,0,0
wmt,walmajarri-juwaliny,0.0,0,0,0
chm,mari,0.0,0,0,0
tbo,tawala,0.0,0,0,0
mrq,north marquesan,0.0,0,0,0
tnc,tanimuca-retuarã,0.0,0,0,0
ati,attié,0.0,0,0,0
bbb,barai,0.0,0,0,0
tnr,bedik,0.0,0,0,0
mcp,makaa,0.0,0,0,0
wbm,zhenkang wa,0.0,0,0,0
heh,hehe,0.0,0,0,0
maf,mafa,0.0,0,0,0
qva,ambo-pasco quechua,0.0,0,0,0
bmu,burum-mindik,0.0,0,0,0
lee,lyélé,0.0,0,0,0
med,melpa,0.0,0,0,0
qvo,napo lowland quechua,0.0,0,0,0
mpx,misima-paneati,0.0,0,0,0
tna,tacana,0.0,0,0,0
bcw,bana,0.0,0,0,0
azg,san pedro amuzgos amuzgo,0.0,0,0,0
mda,mada (nigeria),0.0,0,0,0
ceg,chamacoco,0.0,0,0,0
huv,san mateo del mar huave,0.0,0,0,0
aha,ahanta,0.0,0,0,0
lcp,western lawa,0.0,0,0,0
cmo,central mnong,0.0,0,0,0
lem,nomaande,0.0,0,0,0
mqb,mbuko,0.0,0,0,0
ifk,tuwali ifugao,0.0,0,0,0
kby,manga kanuri,0.0,0,0,0
chd,highland oaxaca chontal,0.0,0,0,0
zos,francisco león zoque,0.0,0,0,0
nsm,sumi naga,0.0,0,0,0
ikk,ika,0.0,0,0,0
ifb,batad ifugao,0.0,0,0,0
dob,dobu,0.0,0,0,0
sey,secoya,0.0,0,0,0
tcz,thado chin,0.0,0,0,0
enb,markweeta,0.0,0,0,0
tih,timugon murut,0.0,0,0,0
sab,buglere,0.0,0,0,0
xtm,magdalena peñasco mixtec,0.0,0,0,0
fal,south fali,0.0,0,0,0
tbg,north tairora,0.0,0,0,0
dnw,western dani,0.0,0,0,0
ljp,lampung api,0.0,0,0,0
bvz,bauzi,0.0,0,0,0
mto,totontepec mixe,0.0,0,0,0
cya,nopala chatino,0.0,0,0,0
tpt,tlachichilco tepehua,0.0,0,0,0
nfa,dhao,0.0,0,0,0
mog,mongondow,0.0,0,0,0
pwg,gapapaiwa,0.0,0,0,0
ktb,kambaata,0.0,0,0,0
mur,murle,0.0,0,0,0
mfy,mayo,0.0,0,0,0
gbr,gbagyi,0.0,0,0,0
gyr,guarayu,0.0,0,0,0
gum,guambiano,0.0,0,0,0
tcf,malinaltepec me'phaa,0.0,0,0,0
cpc,ajyíninka apurucayali,0.0,0,0,0
nbu,rongmei naga,0.0,0,0,0
hav,havu,0.0,0,0,0
mbf,baba malay,0.0,0,0,0
moc,mocoví,0.0,0,0,0
pmq,northern pame,0.0,0,0,0
sig,paasaal,0.0,0,0,0
rim,nyaturu,0.0,0,0,0
adj,adioukrou,0.0,0,0,0
kub,kutep,0.0,0,0,0
lom,loma (liberia),0.0,0,0,0
cbv,kakua,0.0,0,0,0
bzi,bisu,0.0,0,0,0
nse,nsenga,0.0,0,0,0
etu,ejagham,0.0,0,0,0
cso,sochiapam chinantec,0.0,0,0,0
mhx,maru,0.0,0,0,0
mib,atatláhuca mixtec,0.0,0,0,0
mpp,migabac,0.0,0,0,0
sgw,sebat bet gurage,0.0,0,0,0
lip,sekpele,0.0,0,0,0
tcs,torres strait-lockhart river creole,0.0,0,0,0
rad,rade,0.0,0,0,0
mhl,mauwake,0.0,0,0,0
ong,olo,0.0,0,0,0
njm,angami naga,0.0,0,0,0
kgk,kaiwá,0.0,0,0,0
ctp,western highland chatino,0.0,0,0,0
ssd,siroi,0.0,0,0,0
sgc,kipsigis,0.0,0,0,0
spl,selepet,0.0,0,0,0
wsk,waskia,0.0,0,0,0
kny,kanyok,0.0,0,0,0
mhw,mbukushu,0.0,0,0,0
ksp,kaba,0.0,0,0,0
are,western arrarnta,0.0,0,0,0
ngc,ngombe (democratic republic of congo),0.0,0,0,0
fud,east futuna,0.0,0,0,0
mrv,mangareva,0.0,0,0,0
tqo,toaripi,0.0,0,0,0
agn,agutaynen,0.0,0,0,0
mgr,mambwe-lungu,0.0,0,0,0
pse,south barisan malay,0.0,0,0,0
yli,angguruk yali,0.0,0,0,0
sml,central sama,0.0,0,0,0
dug,duruma,0.0,0,0,0
fuq,central-eastern niger fulfulde,0.0,0,0,0
cbu,candoshi-shapra,0.0,0,0,0
guq,aché,0.0,0,0,0
gwr,gwere,0.0,0,0,0
myy,macuna,0.0,0,0,0
knk,kuranko,0.0,0,0,0
meq,merey,0.0,0,0,0
mpg,marba,0.0,0,0,0
mnf,mundani,0.0,0,0,0
bgt,bughotu,0.0,0,0,0
urk,urak lawoi',0.0,0,0,0
sbl,botolan sambal,0.0,0,0,0
mee,mengen,0.0,0,0,0
tnk,kwamera,0.0,0,0,0
tog,tonga (nyasa),0.0,0,0,0
apb,sa'a,0.0,0,0,0
tew,rio grande tewa,0.0,0,0,0
gnd,zulgo-gemzek,0.0,0,0,0
not,nomatsiguenga,0.0,0,0,0
kyc,kyaka,0.0,0,0,0
cpa,palantla chinantec,0.0,0,0,0
mck,mbunda,0.0,0,0,0
cto,emberá-catío,0.0,0,0,0
ttc,tektiteko,0.0,0,0,0
rai,ramoaaina,0.0,0,0,0
gso,southwest gbaya,0.0,0,0,0
nyk,nyaneka,0.0,0,0,0
kkj,kako,0.0,0,0,0
spy,sabaot,0.0,0,0,0
jun,juang,0.0,0,0,0
kpg,kapingamarangi,0.0,0,0,0
ksr,borong,0.0,0,0,0
zad,cajonos zapotec,0.0,0,0,0
asg,western-kambari-cishingini,0.0,0,0,0
gqr,gor,0.0,0,0,0
lwg,wanga,0.0,0,0,0
mih,chayuco mixtec,0.0,0,0,0
awb,awa (papua new guinea),0.0,0,0,0
dwr,dawro,0.0,0,0,0
gub,guajajára,0.0,0,0,0
bus,bokobaru,0.0,0,0,0
mav,sateré-mawé,0.0,0,0,0
nak,nakanai,0.0,0,0,0
csw,swampy cree,0.0,0,0,0
kpw,kobon,0.0,0,0,0
yuj,karkar-yuri,0.0,0,0,0
beq,beembe,0.0,0,0,0
aoi,anindilyakwa,0.0,0,0,0
amr,amarakaeri,0.0,0,0,0
bef,benabena,0.0,0,0,0
kjg,khmu,0.0,0,0,0
hix,hixkaryána,0.0,0,0,0
kmu,kanite,0.0,0,0,0
lef,lelemi,0.0,0,0,0
nko,nkonya,0.0,0,0,0
lsi,lashi,0.0,0,0,0
nnw,southern nuni,0.0,0,0,0
qvn,north junín quechua,0.0,0,0,0
sua,sulka,0.0,0,0,0
gde,gude,0.0,0,0,0
tav,tatuyo,0.0,0,0,0
kle,kulung (nepal),0.0,0,0,0
rnl,halam,0.0,0,0,0
lgl,wala,0.0,0,0,0
miz,coatzospan mixtec,0.0,0,0,0
upv,uripiv-wala-rano-atchin,0.0,0,0,0
mim,alacatlatzala mixtec,0.0,0,0,0
enx,enxet sur,0.0,0,0,0
suc,western subanon,0.0,0,0,0
nwb,nyabwa,0.0,0,0,0
mfi,wandala,0.0,0,0,0
mek,mekeo,0.0,0,0,0
krx,karon,0.0,0,0,0
kto,kuot,0.0,0,0,0
kog,cogui,0.0,0,0,0
ndj,ndamba,0.0,0,0,0
csy,sizang chin,0.0,0,0,0
mzm,mumuye,0.0,0,0,0
bkv,bekwarra,0.0,0,0,0
sbd,southern samo,0.0,0,0,0
kwy,san salvador kongo,0.0,0,0,0
cot,caquinte,0.0,0,0,0
ndi,samba leko,0.0,0,0,0
abi,abidji,0.0,0,0,0
msb,masbatenyo,0.0,0,0,0
snf,noon,0.0,0,0,0
apn,apinayé,0.0,0,0,0
zdj,ngazidja comorian,0.0,0,0,0
apt,apatani,0.0,0,0,0
esk,seward alaska inupiatun,0.0,0,0,0
aak,ankave,0.0,0,0,0
dhg,dhangu,0.0,0,0,0
enl,enlhet norte,0.0,0,0,0
zpm,mixtepec zapotec,0.0,0,0,0
sim,mende (papua new guinea),0.0,0,0,0
abz,abui,0.0,0,0,0
tku,upper necaxa totonac,0.0,0,0,0
bbr,girawa,0.0,0,0,0
xbi,kombio,0.0,0,0,0
rwo,rawa,0.0,0,0,0
ape,bukiyip,0.0,0,0,0
smt,simte,0.0,0,0,0
nph,phom naga,0.0,0,0,0
tvk,southeast ambrym,0.0,0,0,0
dow,doyayo,0.0,0,0,0
arp,arapaho,0.0,0,0,0
leu,kara (papua new guinea),0.0,0,0,0
kpr,korafe-yegha,0.0,0,0,0
duo,dupaninan agta,0.0,0,0,0
sue,suena,0.0,0,0,0
bkq,bakairí,0.0,0,0,0
diu,diriku-shambyu,0.0,0,0,0
mlp,bargam,0.0,0,0,0
kpf,komba,0.0,0,0,0
nng,maring naga,0.0,0,0,0
kqc,doromu-koki,0.0,0,0,0
tro,tarao,0.0,0,0,0
gfk,patpatar,0.0,0,0,0
pma,paama,0.0,0,0,0
for,fore,0.0,0,0,0
auc,waorani,0.0,0,0,0
kmg,kâte,0.0,0,0,0
jra,jarai,0.0,0,0,0
nhr,naro,0.0,0,0,0
mjc,san juan colorado mixtec,0.0,0,0,0
kqs,northern kissi,0.0,0,0,0
kms,kamasau,0.0,0,0,0
bvr,burarra,0.0,0,0,0
mwp,kala lagaw ya,0.0,0,0,0
aey,amele,0.0,0,0,0
mxp,tlahuitoltepec mixe,0.0,0,0,0
sgb,mag-anchi ayta,0.0,0,0,0
vut,vute,0.0,0,0,0
tmc,tumak,0.0,0,0,0
dah,gwahatike,0.0,0,0,0
rav,sampang,0.0,0,0,0
twx,tewe,0.0,0,0,0
rub,gungu,0.0,0,0,0
zar,rincón zapotec,0.0,0,0,0
fue,borgu fulfulde,0.0,0,0,0
urt,urat,0.0,0,0,0
arl,arabela,0.0,0,0,0
kqn,kaonde,0.0,0,0,0
ade,adele,0.0,0,0,0
myx,masaaba,0.0,0,0,0
cpb,ucayali-yurúa ashéninka,0.0,0,0,0
qxh,panao huánuco quechua,0.0,0,0,0
lew,ledo kaili,0.0,0,0,0
dos,dogosé,0.0,0,0,0
lsm,saamia,0.0,0,0,0
xsb,tinà sambal,0.0,0,0,0
